Source	Bioentity ID	HGNC	GO Term	Reference	Evidence Type	Evidence With	Ontology Aspect	Gene Description	Synonyms	Type	Organism	Date	Source2
UniProtKB	A0A3Q1LJ98	A0A3Q1LJ98	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Uncharacterized protein	UniProtKB:A0A3Q1LJ98|PTN007624929	protein	NCBITaxon:9913	20180817	GO_Central
UniProtKB	H2RCR6	OBSL1	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Obscurin like 1	UniProtKB:H2RCR6|PTN002301610	protein	NCBITaxon:9598	20180817	GO_Central
UniProtKB	F1S5C8	PROM1	GO:0045494	PMID:21873635	IBA	PANTHER:PTN000506603|UniProtKB:O43490	P	Uncharacterized protein	UniProtKB:F1S5C8|PTN001477479	protein	NCBITaxon:9823	20170420	GO_Central
UniProtKB	F1S5C8	PROM1	GO:0060219	PMID:21873635	IBA	MGI:MGI:1100886|PANTHER:PTN000506603|UniProtKB:O43490	P	Uncharacterized protein	UniProtKB:F1S5C8|PTN001477479	protein	NCBITaxon:9823	20170420	GO_Central
UniProtKB	F1MPT4	SDK2	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Sidekick cell adhesion molecule 2	UniProtKB:F1MPT4|PTN007624931	protein	NCBITaxon:9913	20180817	GO_Central
UniProtKB	A0A3Q2LRA2	FZD4	GO:0061299	PMID:21873635	IBA	MGI:MGI:108520|PANTHER:PTN002601720|UniProtKB:Q9ULV1	P	Uncharacterized protein	UniProtKB:A0A3Q2LRA2|PTN007501275	protein	NCBITaxon:9796	20180323	GO_Central
UniProtKB	F1MFI5	SDK1	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Sidekick cell adhesion molecule 1	UniProtKB:F1MFI5|PTN007624937	protein	NCBITaxon:9913	20180817	GO_Central
UniProtKB	J9JH94	RGR	GO:0005887	PMID:21873635	IBA	MGI:MGI:1929473|PANTHER:PTN000662115|UniProtKB:P02699	C	Retinal G protein coupled receptor	UniProtKB:J9JH94|PTN002384610	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	J9JH94	RGR	GO:0008020	PMID:21873635	IBA	FB:FBgn0002940|FB:FBgn0003249|FB:FBgn0003250|FB:FBgn0014019|FB:FBgn0019940|MGI:MGI:1353425|PANTHER:PTN000662115|RGD:621701|UniProtKB:D0E2W5|UniProtKB:F1NEY2|UniProtKB:F1NEY8|UniProtKB:P02699|UniProtKB:Q9UHM6	F	Retinal G protein coupled receptor	UniProtKB:J9JH94|PTN002384610	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	J9JH94	RGR	GO:0007186	PMID:21873635	IBA	MGI:MGI:1353425|MGI:MGI:2662912|PANTHER:PTN000662115|RGD:3573|UniProtKB:P02699|UniProtKB:P08100|UniProtKB:Q9Y2T5|ZFIN:ZDB-GENE-030314-2|ZFIN:ZDB-GENE-070111-2|ZFIN:ZDB-GENE-080415-3|ZFIN:ZDB-GENE-110622-1	P	Retinal G protein coupled receptor	UniProtKB:J9JH94|PTN002384610	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	J9JH94	RGR	GO:0001750	PMID:21873635	IBA	MGI:MGI:1097692|MGI:MGI:97914|MGI:MGI:99438|PANTHER:PTN000662150|RGD:3573|RGD:620978|RGD:621033|UniProtKB:F1P3Y2|UniProtKB:P02699|UniProtKB:P08100|UniProtKB:P22328|UniProtKB:P22329|ZFIN:ZDB-GENE-990415-271|ZFIN:ZDB-GENE-990604-40|ZFIN:ZDB-GENE-990604-42	C	Retinal G protein coupled receptor	UniProtKB:J9JH94|PTN002384610	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	J9JH94	RGR	GO:0071482	PMID:21873635	IBA	FB:FBgn0002940|MGI:MGI:1353425|MGI:MGI:2662912|MGI:MGI:97914|PANTHER:PTN000662115|RGD:3573|UniProtKB:D0E2W5|UniProtKB:F1NEY8|UniProtKB:P02699	P	Retinal G protein coupled receptor	UniProtKB:J9JH94|PTN002384610	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	J9JH94	RGR	GO:0007602	PMID:21873635	IBA	FB:FBgn0002940|FB:FBgn0003249|FB:FBgn0003250|FB:FBgn0014019|FB:FBgn0019940|MGI:MGI:1353425|MGI:MGI:2662912|MGI:MGI:97914|PANTHER:PTN000662115|RGD:3573|RGD:621701|UniProtKB:D0E2W5|UniProtKB:F1NEY8|UniProtKB:F1R0P5|UniProtKB:F1RAF0|UniProtKB:P02699|UniProtKB:Q6U736|UniProtKB:Q9UHM6|ZFIN:ZDB-GENE-030616-402|ZFIN:ZDB-GENE-040724-51|ZFIN:ZDB-GENE-061201-30|ZFIN:ZDB-GENE-081105-91|ZFIN:ZDB-GENE-130530-850	P	Retinal G protein coupled receptor	UniProtKB:J9JH94|PTN002384610	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	K7GPF3	FZD4	GO:0061299	PMID:21873635	IBA	MGI:MGI:108520|PANTHER:PTN002601720|UniProtKB:Q9ULV1	P	Frizzled-4	UniProtKB:K7GPF3|PTN001345393	protein	NCBITaxon:9823	20180323	GO_Central
UniProtKB	F7BC93	SDK1	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Uncharacterized protein	UniProtKB:F7BC93|PTN000050788	protein	NCBITaxon:9544	20180817	GO_Central
UniProtKB	F1PMI1	SDK2	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Sidekick cell adhesion molecule 2	UniProtKB:F1PMI1|PTN000051344	protein	NCBITaxon:9615	20180817	GO_Central
UniProtKB	F1PLR6	CYP27C1	GO:0061897	PMID:21873635	IBA	PANTHER:PTN002801031|UniProtKB:Q4G0S4	F	Cytochrome P450 family 27 subfamily C member 1	UniProtKB:F1PLR6|PTN000670012	protein	NCBITaxon:9615	20200206	GO_Central
UniProtKB	F7AAZ5	PDE6D	GO:0005737	PMID:21873635	IBA	FB:FBgn0032059|PANTHER:PTN000312113|UniProtKB:O43924	C	Phosphodiesterase 6D	UniProtKB:F7AAZ5|PTN001404059	protein	NCBITaxon:9796	20200717	GO_Central
UniProtKB	F7AU16	PDE6H	GO:0042622	PMID:21873635	IBA	PANTHER:PTN000252232|UniProtKB:P04972	C	Phosphodiesterase 6H	UniProtKB:F7AU16|PTN001383676	protein	NCBITaxon:9796	20190221	GO_Central
UniProtKB	F7AU16	PDE6H	GO:0045742	PMID:21873635	IBA	MGI:MGI:1925850|MGI:MGI:97526|PANTHER:PTN000252232	P	Phosphodiesterase 6H	UniProtKB:F7AU16|PTN001383676	protein	NCBITaxon:9796	20190221	GO_Central
UniProtKB	F7AU16	PDE6H	GO:0045745	PMID:21873635	IBA	MGI:MGI:1925850|MGI:MGI:97526|PANTHER:PTN000252232	P	Phosphodiesterase 6H	UniProtKB:F7AU16|PTN001383676	protein	NCBITaxon:9796	20190221	GO_Central
UniProtKB	F7AU16	PDE6H	GO:0000187	PMID:21873635	IBA	MGI:MGI:1925850|MGI:MGI:97526|PANTHER:PTN000252232	P	Phosphodiesterase 6H	UniProtKB:F7AU16|PTN001383676	protein	NCBITaxon:9796	20190221	GO_Central
UniProtKB	F6SY49	SDK1	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Sidekick cell adhesion molecule 1	UniProtKB:F6SY49|PTN001313135	protein	NCBITaxon:9258	20180817	GO_Central
UniProtKB	F1S3F6	VSX2	GO:0061074	PMID:21873635	IBA	PANTHER:PTN000676430|ZFIN:ZDB-GENE-001222-1	P	Uncharacterized protein	UniProtKB:F1S3F6|PTN001551522	protein	NCBITaxon:9823	20200220	GO_Central
UniProtKB	F1RND0	UNC119	GO:2001287	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN002658567	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0005813	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0000922	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0045171	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0008289	PMID:21873635	IBA	PANTHER:PTN000310586|UniProtKB:A6NIH7|UniProtKB:Q13432	F	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0007601	PMID:21873635	IBA	PANTHER:PTN002658567|ZFIN:ZDB-GENE-050201-2	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0051233	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0007399	PMID:21873635	IBA	FB:FBgn0025549|PANTHER:PTN000986825|ZFIN:ZDB-GENE-030219-130	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0061098	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0000281	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:1900186	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN002658567	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20180412	GO_Central
UniProtKB	F1RND0	UNC119	GO:0042953	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN000310586|UniProtKB:A6NIH7|UniProtKB:Q13432	P	Protein unc-119 homolog A isoform a	UniProtKB:F1RND0|PTN001403642	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F1RNA5	DHRS13	GO:0042574	PMID:21873635	IBA	PANTHER:PTN002534708|UniProtKB:Q8NBN7	P	Uncharacterized protein	UniProtKB:F1RNA5|PTN002876458	protein	NCBITaxon:9823	20200207	GO_Central
UniProtKB	F1RL89	PDE6A	GO:0060041	PMID:21873635	IBA	MGI:MGI:97524|PANTHER:PTN002602882	P	Phosphodiesterase	UniProtKB:F1RL89|PTN001346681	protein	NCBITaxon:9823	20180917	GO_Central
UniProtKB	F1S9A7	USH1C	GO:0046549	PMID:21873635	IBA	PANTHER:PTN002750520|ZFIN:ZDB-GENE-060312-41	P	Uncharacterized protein	UniProtKB:F1S9A7|PTN001501084	protein	NCBITaxon:9823	20200325	GO_Central
UniProtKB	J9P7X2	THY1	GO:0046549	PMID:21873635	IBA	MGI:MGI:98747|PANTHER:PTN000442448	P	Thy-1 cell surface antigen	UniProtKB:J9P7X2|PTN000442464	protein	NCBITaxon:9615	20170228	GO_Central
UniProtKB	F1SEP7	RGR	GO:0007186	PMID:21873635	IBA	MGI:MGI:1353425|MGI:MGI:2662912|PANTHER:PTN000662115|RGD:3573|UniProtKB:P02699|UniProtKB:P08100|UniProtKB:Q9Y2T5|ZFIN:ZDB-GENE-030314-2|ZFIN:ZDB-GENE-070111-2|ZFIN:ZDB-GENE-080415-3|ZFIN:ZDB-GENE-110622-1	P	RPE-retinal G protein-coupled receptor isoform 2	UniProtKB:F1SEP7|PTN002384606	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F1SEP7	RGR	GO:0008020	PMID:21873635	IBA	FB:FBgn0002940|FB:FBgn0003249|FB:FBgn0003250|FB:FBgn0014019|FB:FBgn0019940|MGI:MGI:1353425|PANTHER:PTN000662115|RGD:621701|UniProtKB:D0E2W5|UniProtKB:F1NEY2|UniProtKB:F1NEY8|UniProtKB:P02699|UniProtKB:Q9UHM6	F	RPE-retinal G protein-coupled receptor isoform 2	UniProtKB:F1SEP7|PTN002384606	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F1SEP7	RGR	GO:0005887	PMID:21873635	IBA	MGI:MGI:1929473|PANTHER:PTN000662115|UniProtKB:P02699	C	RPE-retinal G protein-coupled receptor isoform 2	UniProtKB:F1SEP7|PTN002384606	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F1SEP7	RGR	GO:0007602	PMID:21873635	IBA	FB:FBgn0002940|FB:FBgn0003249|FB:FBgn0003250|FB:FBgn0014019|FB:FBgn0019940|MGI:MGI:1353425|MGI:MGI:2662912|MGI:MGI:97914|PANTHER:PTN000662115|RGD:3573|RGD:621701|UniProtKB:D0E2W5|UniProtKB:F1NEY8|UniProtKB:F1R0P5|UniProtKB:F1RAF0|UniProtKB:P02699|UniProtKB:Q6U736|UniProtKB:Q9UHM6|ZFIN:ZDB-GENE-030616-402|ZFIN:ZDB-GENE-040724-51|ZFIN:ZDB-GENE-061201-30|ZFIN:ZDB-GENE-081105-91|ZFIN:ZDB-GENE-130530-850	P	RPE-retinal G protein-coupled receptor isoform 2	UniProtKB:F1SEP7|PTN002384606	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F1SEP7	RGR	GO:0001750	PMID:21873635	IBA	MGI:MGI:1097692|MGI:MGI:97914|MGI:MGI:99438|PANTHER:PTN000662150|RGD:3573|RGD:620978|RGD:621033|UniProtKB:F1P3Y2|UniProtKB:P02699|UniProtKB:P08100|UniProtKB:P22328|UniProtKB:P22329|ZFIN:ZDB-GENE-990415-271|ZFIN:ZDB-GENE-990604-40|ZFIN:ZDB-GENE-990604-42	C	RPE-retinal G protein-coupled receptor isoform 2	UniProtKB:F1SEP7|PTN002384606	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F1SEP7	RGR	GO:0071482	PMID:21873635	IBA	FB:FBgn0002940|MGI:MGI:1353425|MGI:MGI:2662912|MGI:MGI:97914|PANTHER:PTN000662115|RGD:3573|UniProtKB:D0E2W5|UniProtKB:F1NEY8|UniProtKB:P02699	P	RPE-retinal G protein-coupled receptor isoform 2	UniProtKB:F1SEP7|PTN002384606	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	F7HIE5	SPATA7	GO:0120200	PMID:21873635	IBA	MGI:MGI:2144877|PANTHER:PTN002686619	C	Uncharacterized protein	UniProtKB:F7HIE5|PTN000383031	protein	NCBITaxon:9544	20200313	GO_Central
UniProtKB	F7HIE5	SPATA7	GO:0045494	PMID:21873635	IBA	MGI:MGI:2144877|PANTHER:PTN002686619	P	Uncharacterized protein	UniProtKB:F7HIE5|PTN000383031	protein	NCBITaxon:9544	20200313	GO_Central
UniProtKB	F1SDZ0	SPATA7	GO:0120200	PMID:21873635	IBA	MGI:MGI:2144877|PANTHER:PTN002686619	C	Spermatogenesis-associated protein 7 isoform 1	UniProtKB:F1SDZ0|PTN001429533	protein	NCBITaxon:9823	20200313	GO_Central
UniProtKB	F1SDZ0	SPATA7	GO:0045494	PMID:21873635	IBA	MGI:MGI:2144877|PANTHER:PTN002686619	P	Spermatogenesis-associated protein 7 isoform 1	UniProtKB:F1SDZ0|PTN001429533	protein	NCBITaxon:9823	20200313	GO_Central
UniProtKB	I3LQA1	ALDH8A1	GO:0001758	PMID:21873635	IBA	MGI:MGI:2653900|PANTHER:PTN000193362|UniProtKB:Q9H2A2	F	Aldehyde dehydrogenase family 8 member A1 isoform 1	UniProtKB:I3LQA1|PTN001364885	protein	NCBITaxon:9823	20170228	GO_Central
UniProtKB	H2QW63	RP1	GO:0060041	PMID:21873635	IBA	MGI:MGI:1341105|PANTHER:PTN000543934|ZFIN:ZDB-GENE-120711-1	P	RP1 isoform 6	UniProtKB:H2QW63|PTN000543960	protein	NCBITaxon:9598	20170228	GO_Central
UniProtKB	H2QQ46	BBS12	GO:0045494	PMID:21873635	IBA	MGI:MGI:2686651|PANTHER:PTN002478298	P	Bardet-Biedl syndrome 12	UniProtKB:H2QQ46|PTN000887863	protein	NCBITaxon:9598	20200227	GO_Central
UniProtKB	H2QP91	PROM1	GO:0045494	PMID:21873635	IBA	PANTHER:PTN000506603|UniProtKB:O43490	P	PROM1 isoform 12	UniProtKB:H2QP91|PTN000506631	protein	NCBITaxon:9598	20170420	GO_Central
UniProtKB	H2QP91	PROM1	GO:0060219	PMID:21873635	IBA	MGI:MGI:1100886|PANTHER:PTN000506603|UniProtKB:O43490	P	PROM1 isoform 12	UniProtKB:H2QP91|PTN000506631	protein	NCBITaxon:9598	20170420	GO_Central
UniProtKB	A0A1D5RGA1	OBSL1	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Uncharacterized protein	UniProtKB:A0A1D5RGA1|PTN002236108	protein	NCBITaxon:9544	20180817	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0061098	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0051233	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:1900186	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN002658567	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0008289	PMID:21873635	IBA	PANTHER:PTN000310586|UniProtKB:A6NIH7|UniProtKB:Q13432	F	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0007399	PMID:21873635	IBA	FB:FBgn0025549|PANTHER:PTN000986825|ZFIN:ZDB-GENE-030219-130	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0005813	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0000922	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0007601	PMID:21873635	IBA	PANTHER:PTN002658567|ZFIN:ZDB-GENE-050201-2	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0000281	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0042953	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN000310586|UniProtKB:A6NIH7|UniProtKB:Q13432	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20170228	GO_Central
UniProtKB	H2QCH9	UNC119	GO:2001287	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN002658567	P	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	H2QCH9	UNC119	GO:0045171	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	UNC119 isoform 1	UniProtKB:H2QCH9|PTN000310599	protein	NCBITaxon:9598	20180412	GO_Central
UniProtKB	F1N3B5	VSX2	GO:0061074	PMID:21873635	IBA	PANTHER:PTN000676430|ZFIN:ZDB-GENE-001222-1	P	Uncharacterized protein	UniProtKB:F1N3B5|PTN000676447	protein	NCBITaxon:9913	20200220	GO_Central
UniProtKB	F1N428	SLC28A2	GO:0001895	PMID:21873635	IBA	PANTHER:PTN000063492|RGD:61840	P	Sodium/nucleoside cotransporter	UniProtKB:F1N428|PTN000063509	protein	NCBITaxon:9913	20200312	GO_Central
UniProtKB	Q28263	PDE6A	GO:0060041	PMID:21873635	IBA	MGI:MGI:97524|PANTHER:PTN002602882	P	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha	UniProtKB:Q28263|PTN001682953	protein	NCBITaxon:9615	20180917	GO_Central
UniProtKB	A0A3Q2H005	RD3	GO:0060041	PMID:21873635	IBA	MGI:MGI:1921273|PANTHER:PTN002003042	P	Uncharacterized protein	UniProtKB:A0A3Q2H005|PTN007821138	protein	NCBITaxon:9796	20171222	GO_Central
UniProtKB	A0A3Q2HDI2	LOC111771715	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Uncharacterized protein	UniProtKB:A0A3Q2HDI2|PTN007624946	protein	NCBITaxon:9796	20180817	GO_Central
UniProtKB	H2QTS3	ALDH8A1	GO:0001758	PMID:21873635	IBA	MGI:MGI:2653900|PANTHER:PTN000193362|UniProtKB:Q9H2A2	F	ALDH8A1 isoform 1	UniProtKB:H2QTS3|PTN000193371	protein	NCBITaxon:9598	20170228	GO_Central
UniProtKB	A0A3Q2HEF8	OBSL1	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Uncharacterized protein	UniProtKB:A0A3Q2HEF8|PTN002301620	protein	NCBITaxon:9796	20180817	GO_Central
UniProtKB	A0A3Q2HQQ5	LRP5	GO:0061304	PMID:21873635	IBA	PANTHER:PTN000056265|UniProtKB:O75197	P	Low-density lipoprotein receptor-related protein	UniProtKB:A0A3Q2HQQ5|PTN001315569	protein	NCBITaxon:9796	20170228	GO_Central
UniProtKB	A0A1D5Q951	MDM1	GO:0060041	PMID:21873635	IBA	MGI:MGI:96951|PANTHER:PTN000421092	P	Uncharacterized protein	UniProtKB:A0A1D5Q951|PTN001279923	protein	NCBITaxon:9544	20170228	GO_Central
UniProtKB	A0A3Q2HKU2	SDK2	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Sidekick cell adhesion molecule 2	UniProtKB:A0A3Q2HKU2|PTN001313126	protein	NCBITaxon:9796	20180817	GO_Central
UniProtKB	A6QNT9	BBS12	GO:0045494	PMID:21873635	IBA	MGI:MGI:2686651|PANTHER:PTN002478298	P	BBS12 protein	UniProtKB:A6QNT9|PTN000143860	protein	NCBITaxon:9913	20200227	GO_Central
UniProtKB	A0A1D5Q1B1	FZD4	GO:0061299	PMID:21873635	IBA	MGI:MGI:108520|PANTHER:PTN002601720|UniProtKB:Q9ULV1	P	Frizzled-4	UniProtKB:A0A1D5Q1B1|PTN000139484	protein	NCBITaxon:9544	20180323	GO_Central
UniProtKB	P47803	RGR	GO:0001750	PMID:21873635	IBA	MGI:MGI:1097692|MGI:MGI:97914|MGI:MGI:99438|PANTHER:PTN000662150|RGD:3573|RGD:620978|RGD:621033|UniProtKB:F1P3Y2|UniProtKB:P02699|UniProtKB:P08100|UniProtKB:P22328|UniProtKB:P22329|ZFIN:ZDB-GENE-990415-271|ZFIN:ZDB-GENE-990604-40|ZFIN:ZDB-GENE-990604-42	C	RPE-retinal G protein-coupled receptor	UniProtKB:P47803|PTN002384605	protein	NCBITaxon:9913	20170228	GO_Central
UniProtKB	P47803	RGR	GO:0007602	PMID:21873635	IBA	FB:FBgn0002940|FB:FBgn0003249|FB:FBgn0003250|FB:FBgn0014019|FB:FBgn0019940|MGI:MGI:1353425|MGI:MGI:2662912|MGI:MGI:97914|PANTHER:PTN000662115|RGD:3573|RGD:621701|UniProtKB:D0E2W5|UniProtKB:F1NEY8|UniProtKB:F1R0P5|UniProtKB:F1RAF0|UniProtKB:P02699|UniProtKB:Q6U736|UniProtKB:Q9UHM6|ZFIN:ZDB-GENE-030616-402|ZFIN:ZDB-GENE-040724-51|ZFIN:ZDB-GENE-061201-30|ZFIN:ZDB-GENE-081105-91|ZFIN:ZDB-GENE-130530-850	P	RPE-retinal G protein-coupled receptor	UniProtKB:P47803|PTN002384605	protein	NCBITaxon:9913	20170228	GO_Central
UniProtKB	P47803	RGR	GO:0071482	PMID:21873635	IBA	FB:FBgn0002940|MGI:MGI:1353425|MGI:MGI:2662912|MGI:MGI:97914|PANTHER:PTN000662115|RGD:3573|UniProtKB:D0E2W5|UniProtKB:F1NEY8|UniProtKB:P02699	P	RPE-retinal G protein-coupled receptor	UniProtKB:P47803|PTN002384605	protein	NCBITaxon:9913	20170228	GO_Central
UniProtKB	P47803	RGR	GO:0007186	PMID:21873635	IBA	MGI:MGI:1353425|MGI:MGI:2662912|PANTHER:PTN000662115|RGD:3573|UniProtKB:P02699|UniProtKB:P08100|UniProtKB:Q9Y2T5|ZFIN:ZDB-GENE-030314-2|ZFIN:ZDB-GENE-070111-2|ZFIN:ZDB-GENE-080415-3|ZFIN:ZDB-GENE-110622-1	P	RPE-retinal G protein-coupled receptor	UniProtKB:P47803|PTN002384605	protein	NCBITaxon:9913	20170228	GO_Central
UniProtKB	P47803	RGR	GO:0005887	PMID:21873635	IBA	MGI:MGI:1929473|PANTHER:PTN000662115|UniProtKB:P02699	C	RPE-retinal G protein-coupled receptor	UniProtKB:P47803|PTN002384605	protein	NCBITaxon:9913	20170228	GO_Central
UniProtKB	P47803	RGR	GO:0008020	PMID:21873635	IBA	FB:FBgn0002940|FB:FBgn0003249|FB:FBgn0003250|FB:FBgn0014019|FB:FBgn0019940|MGI:MGI:1353425|PANTHER:PTN000662115|RGD:621701|UniProtKB:D0E2W5|UniProtKB:F1NEY2|UniProtKB:F1NEY8|UniProtKB:P02699|UniProtKB:Q9UHM6	F	RPE-retinal G protein-coupled receptor	UniProtKB:P47803|PTN002384605	protein	NCBITaxon:9913	20170228	GO_Central
UniProtKB	A0A2I2UMI1	NRL	GO:0046548	PMID:21873635	IBA	MGI:MGI:102567|PANTHER:PTN000014717	P	Uncharacterized protein	UniProtKB:A0A2I2UMI1|PTN004127192	protein	NCBITaxon:9685	20170228	GO_Central
